id,nombre,nombre_corto,bloque,tipo,id_padre,padre,nivel,fundamento,fuente_codigo,fuente_nombre,fuente_url,fuente_fecha,verificado,cobertura,titular,titular_fuente_url,titular_fecha_verificacion,fecha_verificacion,notas,fecha_inicio,fecha_fin,tipo_cambio,id_predecesora
sict-subinfra,Subsecretaría de Infraestructura,Subsec. Infraestructura,Poder Ejecutivo,Subsecretaría,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Estructura superior parcial verificada,,,,2026-09-25,,,,,
sict-subct,Subsecretaría de Comunicaciones y Transportes,Subsec. Comunicaciones y Transportes,Poder Ejecutivo,Subsecretaría,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Estructura superior parcial verificada,,,,2026-09-25,,,,,
sict-uvip,Unidad de Vinculación Institucional y Patrimonio,Vinculación y Patrimonio,Poder Ejecutivo,Unidad,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Estructura superior parcial verificada,,,,2026-09-25,,,,,
sict-upiuep,Unidad de Proyectos de Infraestructura Urbana y Espacio Público,Infraestructura Urbana,Poder Ejecutivo,Unidad,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Estructura superior parcial verificada,,,,2026-09-25,,,,,
sict-ccsict,Coordinación de Centros SICT,Centros SICT,Poder Ejecutivo,Coordinación,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Estructura superior parcial verificada,,,,2026-09-25,,,,,
sict-dgc,Dirección General de Carreteras,DG Carreteras,Poder Ejecutivo,Dirección General,sict-subinfra,Subsecretaría de Infraestructura,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgcc,Dirección General de Conservación de Carreteras,DG Conservación Carreteras,Poder Ejecutivo,Dirección General,sict-subinfra,Subsecretaría de Infraestructura,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgdc,Dirección General de Desarrollo Carretero,DG Desarrollo Carretero,Poder Ejecutivo,Dirección General,sict-subinfra,Subsecretaría de Infraestructura,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgst,Dirección General de Servicios Técnicos,DG Servicios Técnicos,Poder Ejecutivo,Dirección General,sict-subinfra,Subsecretaría de Infraestructura,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgcra,Dirección General de Caminos Rurales y Alimentadores,DG Caminos Rurales,Poder Ejecutivo,Dirección General,sict-subinfra,Subsecretaría de Infraestructura,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgiecs,"Dirección General de Infraestructura Educativa, Cultural y de Salud",DG Infraestructura Educativa,Poder Ejecutivo,Dirección General,sict-subinfra,Subsecretaría de Infraestructura,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgaf,Dirección General de Autotransporte Federal,DG Autotransporte Federal,Poder Ejecutivo,Dirección General,sict-subct,Subsecretaría de Comunicaciones y Transportes,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgpmpt,Dirección General de Protección y Medicina Preventiva en el Transporte,DG Medicina Preventiva,Poder Ejecutivo,Dirección General,sict-subct,Subsecretaría de Comunicaciones y Transportes,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgvi,Dirección General de Vinculación Institucional,DG Vinculación Institucional,Poder Ejecutivo,Dirección General,sict-uvip,Unidad de Vinculación Institucional y Patrimonio,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dgp,Dirección General de Patrimonio,DG Patrimonio,Poder Ejecutivo,Dirección General,sict-uvip,Unidad de Vinculación Institucional y Patrimonio,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-ded,Dirección Ejecutiva de Diseño,Dirección Ejecutiva Diseño,Poder Ejecutivo,Dirección Ejecutiva,sict-upiuep,Unidad de Proyectos de Infraestructura Urbana y Espacio Público,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-dea,Dirección Ejecutiva de Arquitectura,Dirección Ejecutiva Arquitectura,Poder Ejecutivo,Dirección Ejecutiva,sict-upiuep,Unidad de Proyectos de Infraestructura Urbana y Espacio Público,5,RI SICT art. 3,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sict-imt,Instituto Mexicano del Transporte,IMT,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,Clasificación vigente de órganos del ramo; RI SICT 2026,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Órgano del ramo identificado; adscripción detallada pendiente de cierre metodológico,,,,2026-09-25,La clasificación como órgano del ramo se contrastó con fuentes oficiales de 2026; se mantendrá bajo revisión al completar el artículo 3 integral.,,,,
sict-seneam,Servicios a la Navegación en el Espacio Aéreo Mexicano,SENEAM,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,Clasificación vigente de órganos del ramo; RI SICT 2026,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Órgano del ramo identificado; adscripción detallada pendiente de cierre metodológico,,,,2026-09-25,La clasificación como órgano del ramo se contrastó con fuentes oficiales de 2026; se mantendrá bajo revisión al completar el artículo 3 integral.,,,,
sict-artf,Agencia Reguladora del Transporte Ferroviario,ARTF,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,Clasificación vigente de órganos del ramo; RI SICT 2026,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Órgano del ramo identificado; adscripción detallada pendiente de cierre metodológico,,,,2026-09-25,La clasificación como órgano del ramo se contrastó con fuentes oficiales de 2026; se mantendrá bajo revisión al completar el artículo 3 integral.,,,,
sict-afac,Agencia Federal de Aviación Civil,AFAC,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-11,"Secretaría de Infraestructura, Comunicaciones y Transportes",4,Clasificación vigente de órganos del ramo; RI SICT 2026,RI_SICT_2026,"Reglamento Interior de la Secretaría de Infraestructura, Comunicaciones y Transportes",https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=09062026-VES.pdf&repo=repositorio%2F,2026-06-09,Sí,Órgano del ramo identificado; adscripción detallada pendiente de cierre metodológico,,,,2026-09-25,La clasificación como órgano del ramo se contrastó con fuentes oficiales de 2026; se mantendrá bajo revisión al completar el artículo 3 integral.,,,,
sem-subbra,Subsecretaría de Biodiversidad y Restauración Ambiental,Biodiversidad y Restauración,Poder Ejecutivo,Subsecretaría,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-subra,Subsecretaría de Regulación Ambiental,Regulación Ambiental,Poder Ejecutivo,Subsecretaría,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-subdsec,Subsecretaría de Desarrollo Sostenible y Economía Circular,Desarrollo Sostenible,Poder Ejecutivo,Subsecretaría,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-uaf,Unidad de Administración y Finanzas,UAF,Poder Ejecutivo,Unidad,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-ucpp,"Unidad Coordinadora de Proyectos Prioritarios, Vinculación Social y Derechos Humanos",Proyectos Prioritarios,Poder Ejecutivo,Unidad Coordinadora,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-ucai,Unidad Coordinadora de Asuntos Internacionales,Asuntos Internacionales,Poder Ejecutivo,Unidad Coordinadora,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-ucaj,Unidad Coordinadora de Asuntos Jurídicos,Asuntos Jurídicos,Poder Ejecutivo,Unidad Coordinadora,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-ucorgt,Unidad Coordinadora de Oficinas de Representación y Gestión Territorial,Representación y Gestión Territorial,Poder Ejecutivo,Unidad Coordinadora,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-cgcs,Coordinación General de Comunicación Social,Comunicación Social,Poder Ejecutivo,Coordinación General,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-dgpeea,"Dirección General de Planeación, Evaluación y Estadística Ambiental",Planeación Ambiental,Poder Ejecutivo,Dirección General,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-cecadesu,Centro de Educación y Capacitación para el Desarrollo Sustentable,CECADESU,Poder Ejecutivo,Centro,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Estructura básica verificada,,,,2026-09-25,,,,,
sem-dgra,Dirección General de Restauración Ambiental,DG Restauración Ambiental,Poder Ejecutivo,Dirección General,sem-subbra,Subsecretaría de Biodiversidad y Restauración Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgcmc,Dirección General de Conservación y Gestión de Mares y Costas,DG Mares y Costas,Poder Ejecutivo,Dirección General,sem-subbra,Subsecretaría de Biodiversidad y Restauración Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgvs,Dirección General de Vida Silvestre,DG Vida Silvestre,Poder Ejecutivo,Dirección General,sem-subbra,Subsecretaría de Biodiversidad y Restauración Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dggfsoe,"Dirección General de Gestión Forestal, Suelos y Ordenamiento Ecológico",DG Gestión Forestal,Poder Ejecutivo,Dirección General,sem-subbra,Subsecretaría de Biodiversidad y Restauración Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgielca,"Dirección General de Industria, Energías Limpias y Gestión de la Calidad del Aire",DG Industria y Aire,Poder Ejecutivo,Dirección General,sem-subra,Subsecretaría de Regulación Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgzfmtac,Dirección General de Zona Federal Marítimo Terrestre y Ambientes Costeros,DG ZOFEMAT,Poder Ejecutivo,Dirección General,sem-subra,Subsecretaría de Regulación Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgira,Dirección General de Impacto y Riesgo Ambiental,DG Impacto y Riesgo,Poder Ejecutivo,Dirección General,sem-subra,Subsecretaría de Regulación Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dggimar,Dirección General de Gestión Integral de Materiales y Actividades Riesgosas,DG Materiales Riesgosos,Poder Ejecutivo,Dirección General,sem-subra,Subsecretaría de Regulación Ambiental,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-cevi,Coordinación Ejecutiva de Vinculación Institucional,Vinculación Institucional,Poder Ejecutivo,Coordinación Ejecutiva,sem-subdsec,Subsecretaría de Desarrollo Sostenible y Economía Circular,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgpac,Dirección General de Políticas para la Acción Climática,DG Acción Climática,Poder Ejecutivo,Dirección General,sem-subdsec,Subsecretaría de Desarrollo Sostenible y Economía Circular,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgfduas,Dirección General de Fomento y Desempeño Urbano Ambiental Sostenible,DG Desempeño Urbano,Poder Ejecutivo,Dirección General,sem-subdsec,Subsecretaría de Desarrollo Sostenible y Economía Circular,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgapeec,Dirección General de Alianzas y Proyectos Estratégicos para la Economía Circular,DG Economía Circular,Poder Ejecutivo,Dirección General,sem-subdsec,Subsecretaría de Desarrollo Sostenible y Economía Circular,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgpp,Dirección General de Programación y Presupuesto,DG Programación y Presupuesto,Poder Ejecutivo,Dirección General,sem-uaf,Unidad de Administración y Finanzas,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgdho,Dirección General de Desarrollo Humano y Organización,DG Desarrollo Humano,Poder Ejecutivo,Dirección General,sem-uaf,Unidad de Administración y Finanzas,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgrmis,"Dirección General de Recursos Materiales, Inmuebles y Servicios",DG Recursos Materiales,Poder Ejecutivo,Dirección General,sem-uaf,Unidad de Administración y Finanzas,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-dgit,Dirección General de Informática y Telecomunicaciones,DG Informática,Poder Ejecutivo,Dirección General,sem-uaf,Unidad de Administración y Finanzas,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-ccaj,Coordinación de lo Contencioso Administrativo y Judicial,Contencioso,Poder Ejecutivo,Coordinación,sem-ucaj,Unidad Coordinadora de Asuntos Jurídicos,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-cla,Coordinación de Legalidad Ambiental,Legalidad Ambiental,Poder Ejecutivo,Coordinación,sem-ucaj,Unidad Coordinadora de Asuntos Jurídicos,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-clc,Coordinación de Legislación y Consulta,Legislación y Consulta,Poder Ejecutivo,Coordinación,sem-ucaj,Unidad Coordinadora de Asuntos Jurídicos,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-ofrep,Oficinas de Representación,Oficinas de Representación,Poder Ejecutivo,Oficina de Representación,sem-ucorgt,Unidad Coordinadora de Oficinas de Representación y Gestión Territorial,5,RI SEMARNAT art. 3 A,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Unidad adscrita verificada,,,,2026-09-25,,,,,
sem-profepa,Procuraduría Federal de Protección al Ambiente,PROFEPA,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 B,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
sem-conanp,Comisión Nacional de Áreas Naturales Protegidas,CONANP,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 B,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
sem-conagua,Comisión Nacional del Agua,CONAGUA,Poder Ejecutivo,Órgano administrativo desconcentrado,sec-7,Secretaría de Medio Ambiente y Recursos Naturales,4,RI SEMARNAT art. 3 B,RI_SEMARNAT_2025,Reglamento Interior de la Secretaría de Medio Ambiente y Recursos Naturales,https://www.dof.gob.mx/abrirPDF.php?anio=2025&archivo=14032025-MAT.pdf&repo=repositorio%2F,2025-03-14,Sí,Órgano administrativo desconcentrado verificado,,,,2026-09-25,,,,,
